dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(36).jpg,image(36).jpg,Is a tumor present in the scan provided?,"Yes, this is a positive case for tumor.",What is the classification of this tumor?,This is classified as a pituitary tumor.,Can you name the scan view type?,Coronal type image.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(37).jpg,image(37).jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",Specify the tumor type visible here.,A pituitary is present in this scan.,In which direction is this MRI taken?,Coronal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(38).jpg,image(38).jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",What tumor subtype is this?,A pituitary is present in this scan.,What's the viewing angle here?,Orientation: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(41).jpg,image(41).jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,What does the scan indicate as tumor type?,Type of tumor: pituitary.,What is the view type of this image?,Sagittal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(42).jpg,image(42).jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",Can you tell the type of tumor shown?,A pituitary is present in this scan.,What kind of image view is this?,Sagittal type image.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(43).jpg,image(43).jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",What tumor subtype is this?,Type of tumor: pituitary.,What is the imaging perspective?,This is a sagittal view.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(44).jpg,image(44).jpg,Is there any abnormal growth in this MRI?,"Yes, tumor identified.",Can you tell the type of tumor shown?,It is a pituitary tumor.,What kind of image view is this?,Coronal type image.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(45).jpg,image(45).jpg,Does this MRI image show a tumor?,"Indeed, the scan shows a tumor.",What tumor subtype is this?,Pituitary tumor is shown here.,Can you name the scan view type?,This scan uses coronal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(46).jpg,image(46).jpg,Is there any abnormal growth in this MRI?,"Confirmed, tumor is present.",What is the classification of this tumor?,The tumor is pituitary.,In which direction is this MRI taken?,Coronal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(47).jpg,image(47).jpg,Does this brain image contain a tumor?,A tumor can be seen clearly.,Specify the tumor type visible here.,It is a pituitary tumor.,Identify the image orientation.,Scan is from coronal direction.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(48).jpg,image(48).jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",Can you tell the type of tumor shown?,Type of tumor: pituitary.,What image type is displayed here?,Coronal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(49).jpg,image(49).jpg,Is a tumor present in the scan provided?,A tumor is visible in the image.,Identify the tumor type in this scan.,This is classified as a pituitary tumor.,Which anatomical plane is used?,Coronal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(51).jpg,image(51).jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",What is the detected tumor type?,Pituitary tumor is shown here.,What kind of image view is this?,Orientation: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(52).jpg,image(52).jpg,Is there a tumor visible in this scan?,"Yes, this is a positive case for tumor.",What is the detected tumor type?,This image displays a pituitary tumor.,What's the viewing angle here?,View type: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(53).jpg,image(53).jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",Which tumor type does this image show?,It is a pituitary tumor.,Can you name the scan view type?,This scan uses coronal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(54).jpg,image(54).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",What specific tumor is present here?,A pituitary is present in this scan.,Can you name the scan view type?,This scan uses coronal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(55).jpg,image(55).jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",What does the scan indicate as tumor type?,Pituitary tumor is shown here.,What is the view type of this image?,The image is coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(56).jpg,image(56).jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",What specific tumor is present here?,The tumor is pituitary.,Which anatomical plane is used?,The image is coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(57).jpg,image(57).jpg,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.",Which tumor type does this image show?,Pituitary is the tumor type here.,What is the imaging perspective?,Scan is from coronal direction.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(60).jpg,image(60).jpg,Is there a tumor visible in this scan?,"Yes, it looks like there is a tumor.",What does the scan indicate as tumor type?,Pituitary tumor is shown here.,In which direction is this MRI taken?,Sagittal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(61).jpg,image(61).jpg,Is a tumor present in the scan provided?,"Yes, it looks like there is a tumor.",What kind of tumor is present in the image?,This scan has pituitary type.,In which direction is this MRI taken?,Sagittal perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(63).jpg,image(63).jpg,Does this MRI show signs of a tumor?,"Indeed, the scan shows a tumor.",Which tumor type does this image show?,This is classified as a pituitary tumor.,What is the imaging perspective?,The image is sagittal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(64).jpg,image(64).jpg,Does this MRI show signs of a tumor?,"Yes, this is a positive case for tumor.",What tumor subtype is this?,This is classified as a pituitary tumor.,Can you name the scan view type?,View type: sagittal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(65).jpg,image(65).jpg,Is this an example of a tumorous brain scan?,"Yes, tumor identified.",What tumor subtype is this?,Pituitary tumor is shown here.,Which anatomical plane is used?,This scan uses coronal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(66).jpg,image(66).jpg,Is there any abnormal growth in this MRI?,"Indeed, the scan shows a tumor.",What is the classification of this tumor?,This is classified as a pituitary tumor.,Which plane is shown in the image?,Coronal perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(67).jpg,image(67).jpg,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.",What tumor subtype is this?,Pituitary is the tumor type here.,Which anatomical plane is used?,This scan uses sagittal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(68).jpg,image(68).jpg,Does this MRI show signs of a tumor?,"Indeed, the scan shows a tumor.",What is the detected tumor type?,It is a pituitary tumor.,Can you name the scan view type?,Sagittal type image.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(69).jpg,image(69).jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",What is the detected tumor type?,This scan has pituitary type.,Which plane is shown in the image?,View type: sagittal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(70).jpg,image(70).jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,The tumor is pituitary.,In which direction is this MRI taken?,Sagittal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(73).jpg,image(73).jpg,Does this brain image contain a tumor?,"Yes, a tumor is present.",What kind of tumor is present in the image?,This image displays a pituitary tumor.,In which direction is this MRI taken?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(76).jpg,image(76).jpg,Is this an example of a tumorous brain scan?,"Yes, it looks like there is a tumor.",What kind of tumor is present in the image?,It is a pituitary tumor.,What's the viewing angle here?,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(77).jpg,image(77).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",What does the scan indicate as tumor type?,This scan has pituitary type.,What's the viewing angle here?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(78).jpg,image(78).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",What is the detected tumor type?,Detected tumor: pituitary.,What is the imaging perspective?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(79).jpg,image(79).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",What is the classification of this tumor?,This is classified as a pituitary tumor.,What image type is displayed here?,Orientation: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(81).jpg,image(81).jpg,Is there any abnormal growth in this MRI?,"Yes, tumor identified.",What does the scan indicate as tumor type?,Pituitary tumor is shown here.,What is the imaging perspective?,Coronal type image.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(82).jpg,image(82).jpg,Can a tumor be observed in the image?,A tumor is visible in the image.,What is the classification of this tumor?,Detected tumor: pituitary.,Identify the image orientation.,This is a coronal view.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(85).jpg,image(85).jpg,Can a tumor be observed in the image?,"Indeed, the scan shows a tumor.",What does the scan indicate as tumor type?,The tumor is pituitary.,In which direction is this MRI taken?,This is a coronal view.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(86).jpg,image(86).jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",Can you tell the type of tumor shown?,Pituitary tumor is shown here.,What is the view type of this image?,This is a coronal view.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(87).jpg,image(87).jpg,Can a tumor be observed in the image?,A tumor is visible in the image.,Identify the tumor type in this scan.,It is a pituitary tumor.,What is the imaging perspective?,Orientation: sagittal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(88).jpg,image(88).jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",What tumor subtype is this?,Pituitary tumor is shown here.,What's the viewing angle here?,Orientation: sagittal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(89).jpg,image(89).jpg,Is this an example of a tumorous brain scan?,"Yes, tumor identified.",Specify the tumor type visible here.,Detected tumor: pituitary.,What is the imaging perspective?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(90).jpg,image(90).jpg,Can a tumor be observed in the image?,A tumor is visible in the image.,What tumor subtype is this?,The tumor is pituitary.,Identify the image orientation.,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(91).jpg,image(91).jpg,Is the scan indicating the presence of a tumor?,"Yes, a tumor is present.",Identify the tumor type in this scan.,The tumor is pituitary.,Can you name the scan view type?,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(92).jpg,image(92).jpg,Is the scan indicating the presence of a tumor?,"Yes, a tumor is present.",What is the detected tumor type?,Pituitary tumor is shown here.,What is the imaging perspective?,Coronal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(93).jpg,image(93).jpg,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,What does the scan indicate as tumor type?,This image displays a pituitary tumor.,Which anatomical plane is used?,The image is coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(94).jpg,image(94).jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",What kind of tumor is present in the image?,Type of tumor: pituitary.,What kind of image view is this?,Coronal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(95).jpg,image(95).jpg,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.",Specify the tumor type visible here.,Pituitary is the tumor type here.,Can you name the scan view type?,Orientation: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(96).jpg,image(96).jpg,Can you detect any tumor in this image?,A tumor is visible in the image.,Specify the tumor type visible here.,Pituitary tumor is shown here.,Which anatomical plane is used?,Scan is from coronal direction.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(97).jpg,image(97).jpg,Is the scan indicating the presence of a tumor?,"Yes, a tumor is present.",What is the detected tumor type?,A pituitary is present in this scan.,Which anatomical plane is used?,Coronal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/pituitary_tumor/image(98).jpg,image(98).jpg,Is a tumor present in the scan provided?,"Yes, this is a positive case for tumor.",What is the detected tumor type?,A pituitary is present in this scan.,Which plane is shown in the image?,Orientation: coronal.
