dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0004.jpg,Te-meTr_0004.jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",What is the detected tumor type?,Type of tumor: meningioma.,Which plane is shown in the image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0005.jpg,Te-meTr_0005.jpg,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.",Specify the tumor type visible here.,Detected tumor: meningioma.,What kind of image view is this?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0006.jpg,Te-meTr_0006.jpg,Can a tumor be observed in the image?,A tumor is visible in the image.,What is the detected tumor type?,Meningioma is the tumor type here.,Which anatomical plane is used?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0007.jpg,Te-meTr_0007.jpg,Does this MRI image show a tumor?,"Confirmed, tumor is present.",What does the scan indicate as tumor type?,The tumor is meningioma.,What is the view type of this image?,The image is coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0008.jpg,Te-meTr_0008.jpg,Is a tumor present in the scan provided?,"Yes, a tumor is present.",What kind of tumor is present in the image?,Meningioma tumor is shown here.,What image type is displayed here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0009.jpg,Te-meTr_0009.jpg,Does this MRI show signs of a tumor?,"Certainly, a tumor exists.",What specific tumor is present here?,Meningioma is the tumor type here.,What image type is displayed here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0010.jpg,Te-pi_0010.jpg,Is a tumor present in the scan provided?,"Certainly, a tumor exists.",Specify the tumor type visible here.,The tumor is pituitary.,Identify the image orientation.,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0011.jpg,Te-pi_0011.jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",What is the detected tumor type?,Pituitary tumor is shown here.,What is the imaging perspective?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0012.jpg,Te-pi_0012.jpg,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.",Can you tell the type of tumor shown?,A pituitary is present in this scan.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0013.jpg,Te-pi_0013.jpg,Is a tumor present in the scan provided?,"Confirmed, tumor is present.",What does the scan indicate as tumor type?,This image displays a pituitary tumor.,What kind of image view is this?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0014.jpg,Te-pi_0014.jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",Which tumor type does this image show?,This scan has pituitary type.,Can you name the scan view type?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0015.jpg,Te-pi_0015.jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",What tumor subtype is this?,Pituitary is the tumor type here.,Which anatomical plane is used?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0016.jpg,Te-pi_0016.jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",What kind of tumor is present in the image?,It is a pituitary tumor.,Which plane is shown in the image?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0017.jpg,Te-pi_0017.jpg,Is this an example of a tumorous brain scan?,"Yes, this is a positive case for tumor.",What tumor subtype is this?,This image displays a pituitary tumor.,What kind of image view is this?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0018.jpg,Te-pi_0018.jpg,Can a tumor be observed in the image?,A tumor can be seen clearly.,What is the classification of this tumor?,This is classified as a pituitary tumor.,Identify the image orientation.,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0019.jpg,Te-pi_0019.jpg,Can you detect any tumor in this image?,"Certainly, a tumor exists.",What tumor subtype is this?,Detected tumor: pituitary.,Identify the image orientation.,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0020.jpg,Te-pi_0020.jpg,Is a tumor present in the scan provided?,"Certainly, a tumor exists.",What is the classification of this tumor?,Type of tumor: pituitary.,Which anatomical plane is used?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0021.jpg,Te-pi_0021.jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",Specify the tumor type visible here.,Pituitary tumor is shown here.,In which direction is this MRI taken?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0022.jpg,Te-pi_0022.jpg,Does this MRI show signs of a tumor?,"Yes, tumor identified.",What tumor subtype is this?,Detected tumor: pituitary.,Which anatomical plane is used?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0023.jpg,Te-pi_0023.jpg,Is a tumor present in the scan provided?,"Yes, it looks like there is a tumor.",Can you tell the type of tumor shown?,A pituitary is present in this scan.,What's the viewing angle here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0024.jpg,Te-pi_0024.jpg,Is a tumor present in the scan provided?,"Confirmed, tumor is present.",What does the scan indicate as tumor type?,This image displays a pituitary tumor.,What's the viewing angle here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0025.jpg,Te-pi_0025.jpg,Is there any abnormal growth in this MRI?,"Yes, tumor identified.",Specify the tumor type visible here.,Pituitary tumor is shown here.,What's the viewing angle here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0026.jpg,Te-pi_0026.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,Can you tell the type of tumor shown?,Pituitary tumor is shown here.,Identify the image orientation.,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0027.jpg,Te-pi_0027.jpg,Is there any abnormal growth in this MRI?,"Confirmed, tumor is present.",Which tumor type does this image show?,Pituitary tumor is shown here.,Which plane is shown in the image?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0028.jpg,Te-pi_0028.jpg,Can you detect any tumor in this image?,"Yes, this is a positive case for tumor.",Can you tell the type of tumor shown?,This scan has pituitary type.,Which anatomical plane is used?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0029.jpg,Te-pi_0029.jpg,Is this an example of a tumorous brain scan?,"Indeed, the scan shows a tumor.",What does the scan indicate as tumor type?,This is classified as a pituitary tumor.,Which plane is shown in the image?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0030.jpg,Te-pi_0030.jpg,Is there a tumor visible in this scan?,"Yes, abnormal tissue is seen.",Identify the tumor type in this scan.,Pituitary is the tumor type here.,What's the viewing angle here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0031.jpg,Te-pi_0031.jpg,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.",Which tumor type does this image show?,It is a pituitary tumor.,Which plane is shown in the image?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0032.jpg,Te-pi_0032.jpg,Does this MRI image show a tumor?,"Certainly, a tumor exists.",What is the detected tumor type?,Type of tumor: pituitary.,Which anatomical plane is used?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0033.jpg,Te-pi_0033.jpg,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.",What specific tumor is present here?,This is classified as a pituitary tumor.,Identify the image orientation.,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0034.jpg,Te-pi_0034.jpg,Is the scan indicating the presence of a tumor?,"Yes, tumor identified.",What kind of tumor is present in the image?,Pituitary tumor is shown here.,Identify the image orientation.,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0035.jpg,Te-pi_0035.jpg,Is there a tumor visible in this scan?,"Yes, abnormal tissue is seen.",What is the detected tumor type?,This scan has pituitary type.,What image type is displayed here?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0036.jpg,Te-pi_0036.jpg,Does this brain image contain a tumor?,"Certainly, a tumor exists.",What does the scan indicate as tumor type?,The tumor is pituitary.,What's the viewing angle here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0037.jpg,Te-pi_0037.jpg,Is there a tumor visible in this scan?,A tumor can be seen clearly.,What does the scan indicate as tumor type?,Pituitary is the tumor type here.,What's the viewing angle here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0038.jpg,Te-pi_0038.jpg,Is this an example of a tumorous brain scan?,"Yes, tumor identified.",What tumor subtype is this?,A pituitary is present in this scan.,What image type is displayed here?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0039.jpg,Te-pi_0039.jpg,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,What kind of tumor is present in the image?,This image displays a pituitary tumor.,In which direction is this MRI taken?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0040.jpg,Te-pi_0040.jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",What does the scan indicate as tumor type?,Type of tumor: pituitary.,Which anatomical plane is used?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0041.jpg,Te-pi_0041.jpg,Does this MRI image show a tumor?,"Indeed, the scan shows a tumor.",What specific tumor is present here?,The tumor is pituitary.,What's the viewing angle here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0042.jpg,Te-pi_0042.jpg,Does this brain image contain a tumor?,"Yes, it looks like there is a tumor.",What kind of tumor is present in the image?,This scan has pituitary type.,What is the view type of this image?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0043.jpg,Te-pi_0043.jpg,Is a tumor present in the scan provided?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,Type of tumor: pituitary.,What image type is displayed here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0044.jpg,Te-pi_0044.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",What does the scan indicate as tumor type?,This is classified as a pituitary tumor.,What is the imaging perspective?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0045.jpg,Te-pi_0045.jpg,Can a tumor be observed in the image?,"Yes, tumor identified.",Can you tell the type of tumor shown?,This is classified as a pituitary tumor.,What kind of image view is this?,This is a coronal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0046.jpg,Te-pi_0046.jpg,Is a tumor present in the scan provided?,A tumor can be seen clearly.,What is the detected tumor type?,A pituitary is present in this scan.,What kind of image view is this?,Coronal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0047.jpg,Te-pi_0047.jpg,Is there any abnormal growth in this MRI?,"Yes, it looks like there is a tumor.",Identify the tumor type in this scan.,This image displays a pituitary tumor.,What is the view type of this image?,This is a coronal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0048.jpg,Te-pi_0048.jpg,Does this MRI image show a tumor?,"Confirmed, tumor is present.",What tumor subtype is this?,The tumor is pituitary.,What is the view type of this image?,Coronal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0049.jpg,Te-pi_0049.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",Identify the tumor type in this scan.,This scan has pituitary type.,Which anatomical plane is used?,The image is coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0050.jpg,Te-pi_0050.jpg,Can a tumor be observed in the image?,A tumor can be seen clearly.,What is the detected tumor type?,Type of tumor: pituitary.,What's the viewing angle here?,View type: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0051.jpg,Te-pi_0051.jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",Can you tell the type of tumor shown?,The tumor is pituitary.,What is the imaging perspective?,View type: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0052.jpg,Te-pi_0052.jpg,Is there a tumor visible in this scan?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,This scan has pituitary type.,Which anatomical plane is used?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0053.jpg,Te-pi_0053.jpg,Is this an example of a tumorous brain scan?,"Yes, it looks like there is a tumor.",Which tumor type does this image show?,Pituitary is the tumor type here.,Which plane is shown in the image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0054.jpg,Te-pi_0054.jpg,Can you detect any tumor in this image?,"Certainly, a tumor exists.",Which tumor type does this image show?,Pituitary is the tumor type here.,Can you name the scan view type?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0055.jpg,Te-pi_0055.jpg,Is there any abnormal growth in this MRI?,"Indeed, the scan shows a tumor.",What kind of tumor is present in the image?,This is classified as a pituitary tumor.,What's the viewing angle here?,Scan is from coronal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0056.jpg,Te-pi_0056.jpg,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.",Specify the tumor type visible here.,This is classified as a pituitary tumor.,Can you name the scan view type?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0057.jpg,Te-pi_0057.jpg,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.",Specify the tumor type visible here.,This scan has pituitary type.,What is the view type of this image?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0058.jpg,Te-pi_0058.jpg,Is there a tumor visible in this scan?,A tumor can be seen clearly.,What kind of tumor is present in the image?,Type of tumor: pituitary.,What image type is displayed here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0059.jpg,Te-pi_0059.jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",What kind of tumor is present in the image?,Pituitary tumor is shown here.,Identify the image orientation.,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0060.jpg,Te-pi_0060.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,What specific tumor is present here?,It is a pituitary tumor.,What's the viewing angle here?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0061.jpg,Te-pi_0061.jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",What is the detected tumor type?,Type of tumor: pituitary.,What image type is displayed here?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0062.jpg,Te-pi_0062.jpg,Can you detect any tumor in this image?,"Confirmed, tumor is present.",Identify the tumor type in this scan.,It is a pituitary tumor.,What is the view type of this image?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0063.jpg,Te-pi_0063.jpg,Does this brain image contain a tumor?,"Indeed, the scan shows a tumor.",What specific tumor is present here?,This is classified as a pituitary tumor.,What image type is displayed here?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0064.jpg,Te-pi_0064.jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",What does the scan indicate as tumor type?,This scan has pituitary type.,What is the imaging perspective?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0065.jpg,Te-pi_0065.jpg,Can a tumor be observed in the image?,"Indeed, the scan shows a tumor.",What does the scan indicate as tumor type?,The tumor is pituitary.,In which direction is this MRI taken?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0066.jpg,Te-pi_0066.jpg,Does this brain image contain a tumor?,"Yes, this is a positive case for tumor.",What tumor subtype is this?,Pituitary is the tumor type here.,Can you name the scan view type?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0067.jpg,Te-pi_0067.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",What specific tumor is present here?,Pituitary is the tumor type here.,In which direction is this MRI taken?,View type: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0068.jpg,Te-pi_0068.jpg,Is this an example of a tumorous brain scan?,"Indeed, the scan shows a tumor.",Identify the tumor type in this scan.,It is a pituitary tumor.,In which direction is this MRI taken?,Coronal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0069.jpg,Te-pi_0069.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",Identify the tumor type in this scan.,This scan has pituitary type.,What image type is displayed here?,This scan uses coronal plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0070.jpg,Te-pi_0070.jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",What specific tumor is present here?,Detected tumor: pituitary.,Can you name the scan view type?,This is a coronal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0071.jpg,Te-pi_0071.jpg,Is there a tumor visible in this scan?,A tumor is visible in the image.,Specify the tumor type visible here.,A pituitary is present in this scan.,What kind of image view is this?,The image is coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0072.jpg,Te-pi_0072.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",What tumor subtype is this?,This is classified as a pituitary tumor.,What's the viewing angle here?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0073.jpg,Te-pi_0073.jpg,Is a tumor present in the scan provided?,"Yes, this is a positive case for tumor.",Which tumor type does this image show?,Detected tumor: pituitary.,What image type is displayed here?,Coronal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0074.jpg,Te-pi_0074.jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",Which tumor type does this image show?,Pituitary tumor is shown here.,What is the view type of this image?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0075.jpg,Te-pi_0075.jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",What is the detected tumor type?,It is a pituitary tumor.,Which plane is shown in the image?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0076.jpg,Te-pi_0076.jpg,Is the scan indicating the presence of a tumor?,"Indeed, the scan shows a tumor.",What does the scan indicate as tumor type?,This image displays a pituitary tumor.,What image type is displayed here?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0077.jpg,Te-pi_0077.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",What is the detected tumor type?,This scan has pituitary type.,Can you name the scan view type?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0078.jpg,Te-pi_0078.jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,This is classified as a pituitary tumor.,Which anatomical plane is used?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0079.jpg,Te-pi_0079.jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",What tumor subtype is this?,The tumor is pituitary.,Which plane is shown in the image?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0080.jpg,Te-pi_0080.jpg,Can you detect any tumor in this image?,"Yes, tumor identified.",What tumor subtype is this?,Pituitary tumor is shown here.,Which anatomical plane is used?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0081.jpg,Te-pi_0081.jpg,Does this MRI image show a tumor?,A tumor can be seen clearly.,Which tumor type does this image show?,This scan has pituitary type.,Which plane is shown in the image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0082.jpg,Te-pi_0082.jpg,Is there a tumor visible in this scan?,"Certainly, a tumor exists.",What is the detected tumor type?,A pituitary is present in this scan.,What is the view type of this image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0083.jpg,Te-pi_0083.jpg,Does this brain image contain a tumor?,"Yes, a tumor is present.",What kind of tumor is present in the image?,A pituitary is present in this scan.,What kind of image view is this?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0084.jpg,Te-pi_0084.jpg,Does this brain image contain a tumor?,A tumor is visible in the image.,Can you tell the type of tumor shown?,This image displays a pituitary tumor.,In which direction is this MRI taken?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0085.jpg,Te-pi_0085.jpg,Does this MRI show signs of a tumor?,"Yes, this is a positive case for tumor.",What is the classification of this tumor?,Type of tumor: pituitary.,What is the view type of this image?,View type: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0086.jpg,Te-pi_0086.jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",What is the classification of this tumor?,The tumor is pituitary.,Can you name the scan view type?,Scan is from coronal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0087.jpg,Te-pi_0087.jpg,Can you detect any tumor in this image?,A tumor can be seen clearly.,Specify the tumor type visible here.,Pituitary tumor is shown here.,Which anatomical plane is used?,View type: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0088.jpg,Te-pi_0088.jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",Identify the tumor type in this scan.,Type of tumor: pituitary.,What kind of image view is this?,Coronal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0089.jpg,Te-pi_0089.jpg,Does this brain image contain a tumor?,"Indeed, the scan shows a tumor.",Which tumor type does this image show?,The tumor is pituitary.,Identify the image orientation.,Orientation: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0090.jpg,Te-pi_0090.jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",What specific tumor is present here?,This scan has pituitary type.,In which direction is this MRI taken?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0091.jpg,Te-pi_0091.jpg,Does this brain image contain a tumor?,"Indeed, the scan shows a tumor.",What is the detected tumor type?,Pituitary tumor is shown here.,In which direction is this MRI taken?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0092.jpg,Te-pi_0092.jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",What does the scan indicate as tumor type?,This is classified as a pituitary tumor.,Can you name the scan view type?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0093.jpg,Te-pi_0093.jpg,Can you detect any tumor in this image?,A tumor can be seen clearly.,Identify the tumor type in this scan.,A pituitary is present in this scan.,What image type is displayed here?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0094.jpg,Te-pi_0094.jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",Specify the tumor type visible here.,Pituitary is the tumor type here.,Which plane is shown in the image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0095.jpg,Te-pi_0095.jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",Specify the tumor type visible here.,It is a pituitary tumor.,Can you name the scan view type?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0096.jpg,Te-pi_0096.jpg,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.",Which tumor type does this image show?,This scan has pituitary type.,Can you name the scan view type?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0097.jpg,Te-pi_0097.jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",What does the scan indicate as tumor type?,The tumor is pituitary.,What's the viewing angle here?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0098.jpg,Te-pi_0098.jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",What does the scan indicate as tumor type?,The tumor is pituitary.,Identify the image orientation.,This scan uses sagittal plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0099.jpg,Te-pi_0099.jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",What is the classification of this tumor?,This scan has pituitary type.,What kind of image view is this?,The image is sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0100.jpg,Te-pi_0100.jpg,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.",What is the classification of this tumor?,The tumor is pituitary.,What is the imaging perspective?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0101.jpg,Te-pi_0101.jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",What specific tumor is present here?,This image displays a pituitary tumor.,What is the view type of this image?,View type: sagittal.
